,cluster,X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
483,6,-8861286.38877849,5422035.39067726,3532844,909071,2006,2006/06/18 04:00:00+00,2308,23,REXDALE BLVD,QUEENS PLATE DR,<Null>,Major Arterial,Etobicoke York,1,23,43.718845,-79.60229,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,<Null>,West,"Automobile, Station Wagon",Changing Lanes,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),484
484,6,-8861286.38877849,5422035.39067726,3532845,909071,2006,2006/06/18 04:00:00+00,2308,23,REXDALE BLVD,QUEENS PLATE DR,<Null>,Major Arterial,Etobicoke York,1,23,43.718845,-79.60229,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,unknown,None,<Null>,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),485
487,7,-8850232.36334272,5403939.87455221,3603197,909261,2006,2006/06/19 04:00:00+00,1208,12,LAKE SHORE BLVD W,FIFTH ST,<Null>,Major Arterial,Etobicoke York,3,22,43.601245,-79.50299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,18,New Toronto (18),488
488,5,-8844543.93736319,5427242.88070809,3439426,911973,2006,2006/06/19 04:00:00+00,1700,17,SHEPPARD AVE W,FAYWOOD BLVD,<Null>,Major Arterial,North York,6,32,43.752645,-79.45189,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,North,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,33,Clanton Park (33),489
490,8,-8841415.85967189,5419340.35922204,3437992,911449,2006,2006/06/20 04:00:00+00,2048,20,EGLINTON Aven W,OLD FOREST HILL Road,<Null>,Major Arterial,North York,"8,12","53,13",43.701345,-79.42379,Mid-Block,<Null>,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Major,<Null>,West,"Automobile, Station Wagon",Overtaking,Improper Passing,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D13,101,Forest Hill South (101),491
491,3,-8841415.85967189,5419340.35922204,3437993,911449,2006,2006/06/20 04:00:00+00,2048,20,EGLINTON Aven W,OLD FOREST HILL Road,<Null>,Major Arterial,North York,"8,12","53,13",43.701345,-79.42379,Mid-Block,<Null>,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D13,101,Forest Hill South (101),492
493,3,-8841415.85967189,5419340.35922204,3437995,911449,2006,2006/06/20 04:00:00+00,2048,20,EGLINTON Aven W,OLD FOREST HILL Road,<Null>,Major Arterial,North York,"8,12","53,13",43.701345,-79.42379,Mid-Block,<Null>,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,65 to 69,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D13,101,Forest Hill South (101),494
495,3,-8828424.87509632,5422559.08810058,3603208,909409,2006,2006/06/20 04:00:00+00,2055,20,BARTLEY DR,TISDALE AVE,<Null>,Collector,North York,16,54,43.722245,-79.30709,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Motorcycle Driver,30 to 34,Fatal,<Null>,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D54,43,Victoria Village (43),496
499,1,-8828424.87509632,5422559.08810058,3603212,909409,2006,2006/06/20 04:00:00+00,2055,20,BARTLEY DR,TISDALE AVE,<Null>,Collector,North York,16,54,43.722245,-79.30709,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Driver - Not Hit,unknown,None,<Null>,<Null>,"Automobile, Station Wagon",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D54,43,Victoria Village (43),500
510,7,-8852080.26688989,5404447.17401583,3442882,913263,2006,2006/06/24 04:00:00+00,1820,18,KIPLING Aven,NEW TORONTO Stre,<Null>,Major Arterial,Etobicoke York,3,22,43.604545,-79.51959,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,18,New Toronto (18),511
512,7,-8832955.5783716,5417077.14066854,3442966,913288,2006,2006/06/25 04:00:00+00,1226,12,PAPE AVE,WESTWOOD AVE,<Null>,Major Arterial,Toronto and East York,14,54,43.686645,-79.34779,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,70 to 74,None,<Null>,South,"Automobile, Station Wagon",Turning Right,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D54,59,Danforth East York (59),513
515,7,-8854874.3861088,5414091.15682334,3442992,913296,2006,2006/06/25 04:00:00+00,2040,20,29 BLAIR ATHOL Cres,<Null>,<Null>,Local,Etobicoke York,2,22,43.667245,-79.54469,Mid-Block,<Null>,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Other,Driver,15 to 19,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D22,10,Princess-Rosethorn (10),516
516,5,-8839668.14366644,5427212.0585103,3456471,918360,2006,2006/07/18 04:00:00+00,1020,10,YONGE ST,LORD SEATON RD,<Null>,Major Arterial,North York,"8,15",32,43.752445,-79.40809,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,<Null>,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D32,40,St.Andrew-Windfields (40),517
524,2,-8831564.08473669,5421388.51135736,3479486,926819,2006,2006/08/08 04:00:00+00,1709,17,GATEWAY BLVD,DON MILLS RD,<Null>,Collector,North York,16,54,43.714645,-79.33529,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,<Null>,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D54,44,Flemingdon Park (44),525
531,7,-8856254.74779464,5415399.32988998,3456520,918378,2006,2006/07/20 04:00:00+00,1623,16,EGLINTON AVE W,LLOYD MANOR RD,<Null>,Major Arterial,Etobicoke York,2,"23,22",43.675745,-79.55709,Mid-Block,<Null>,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Motorcycle Driver,40 to 44,Major,<Null>,East,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,10,Princess-Rosethorn (10),532
532,3,-8829728.09237504,5419070.89934805,3389074,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Driver,25 to 29,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),533
533,6,-8856254.74779464,5415399.32988998,3456521,918378,2006,2006/07/20 04:00:00+00,1623,16,EGLINTON AVE W,LLOYD MANOR RD,<Null>,Major Arterial,Etobicoke York,2,"23,22",43.675745,-79.55709,Mid-Block,<Null>,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,Driver,unknown,None,<Null>,East,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,10,Princess-Rosethorn (10),534
535,6,-8851145.18316722,5428152.18188668,3412017,901809,2006,2006/04/18 04:00:00+00,10,0,FINCH AVE W,DRIFTWOOD AVE,<Null>,Major Arterial,Etobicoke York,7,31,43.758545,-79.51119,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D31,24,Black Creek (24),536
537,1,-8839222.86570327,5419124.79069365,3464131,921192,2006,2006/08/09 04:00:00+00,1825,18,ORIOLE PKWY,TRANMER AVE,<Null>,Minor Arterial,Toronto and East York,12,53,43.699945,-79.40409,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,100,Yonge-Eglinton (100),538
541,2,-8839222.86570327,5419124.79069365,3464132,921192,2006,2006/08/09 04:00:00+00,1825,18,ORIOLE PKWY,TRANMER AVE,<Null>,Minor Arterial,Toronto and East York,12,53,43.699945,-79.40409,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D53,100,Yonge-Eglinton (100),542
542,7,-8826999.98561417,5414691.35440481,3622035,949221,2006,2006/08/09 04:00:00+00,2155,21,QUEEN ST E,HAMMERSMITH AVE,<Null>,Minor Arterial,Toronto and East York,19,55,43.671145,-79.29429,Intersection,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,East,"Automobile, Station Wagon",Reversing,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,63,The Beaches (63),543
544,1,-8834202.35666849,5435923.42899754,3464082,921174,2006,2006/08/10 04:00:00+00,1826,18,DON MILLS RD,FRESHMEADOW DR,<Null>,Major Arterial,North York,17,33,43.808945,-79.35899,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D33,48,Hillcrest Village (48),545
546,7,-8819307.80880035,5423991.70643213,3464103,921181,2006,2006/08/10 04:00:00+00,1836,18,3279 KINGSTON RD,<Null>,<Null>,Major Arterial,Scarborough,20,43,43.731545,-79.22519,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,<Null>,East,"Automobile, Station Wagon",Turning Right,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),547
551,6,-8845000.34727544,5416553.75413476,3533002,917941,2006,2006/08/11 04:00:00+00,2230,22,ROGERS RD,MCROBERTS AVE,<Null>,Minor Arterial,Toronto and East York,9,13,43.683245,-79.45599,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),552
561,2,-8855531.17110448,5406122.99731322,3457092,918595,2006,2006/08/15 04:00:00+00,829,8,1233 THE QUEENSWAY,<Null>,<Null>,Major Arterial,Etobicoke York,3,22,43.615445,-79.55059,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Improper Passing,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),562
563,2,-8855531.17110448,5406122.99731322,3457094,918595,2006,2006/08/15 04:00:00+00,829,8,1233 THE QUEENSWAY,<Null>,<Null>,Major Arterial,Etobicoke York,3,22,43.615445,-79.55059,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Truck Driver,20 to 24,None,<Null>,East,Truck - Open,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),564
564,2,-8855531.17110448,5406122.99731322,3457095,918595,2006,2006/08/15 04:00:00+00,829,8,1233 THE QUEENSWAY,<Null>,<Null>,Major Arterial,Etobicoke York,3,22,43.615445,-79.55059,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),565
565,2,-8855531.17110448,5406122.99731322,3457096,918595,2006,2006/08/15 04:00:00+00,829,8,1233 THE QUEENSWAY,<Null>,<Null>,Major Arterial,Etobicoke York,3,22,43.615445,-79.55059,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,60 to 64,Major,<Null>,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),566
567,9,-8822202.11556097,5440181.89077369,3468196,922700,2006,2006/08/15 04:00:00+00,1405,14,MARKHAM RD,STEELES AVE E,<Null>,Major Arterial,Scarborough,23,42,43.836545,-79.25119,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),568
568,7,-8822202.11556097,5440181.89077369,3468197,922700,2006,2006/08/15 04:00:00+00,1405,14,MARKHAM RD,STEELES AVE E,<Null>,Major Arterial,Scarborough,23,42,43.836545,-79.25119,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Minimal,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),569
569,7,-8824205.86639525,5436339.93078968,3457184,918634,2006,2006/08/15 04:00:00+00,1519,15,MCCOWAN RD,SANDHURST CRCL,<Null>,Major Arterial,Scarborough,23,42,43.811645,-79.26919,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),570
570,5,-8824205.86639525,5436339.93078968,3457185,918634,2006,2006/08/15 04:00:00+00,1519,15,MCCOWAN RD,SANDHURST CRCL,<Null>,Major Arterial,Scarborough,23,42,43.811645,-79.26919,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,<Null>,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),571
571,9,-8824205.86639525,5436339.93078968,3457186,918634,2006,2006/08/15 04:00:00+00,1519,15,MCCOWAN RD,SANDHURST CRCL,<Null>,Major Arterial,Scarborough,23,42,43.811645,-79.26919,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),572
575,7,-8814465.41095084,5429539.42420425,3468246,922716,2006,2006/08/15 04:00:00+00,1813,18,PIPERBROOK CRES,LING RD,<Null>,Local,Scarborough,25,43,43.767545,-79.18169,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,136,West Hill (136),576
577,7,-8820387.60786104,5440783.78873634,3469712,923248,2006,2006/08/17 04:00:00+00,1725,17,STEELES E AVE E,TAPSCOTT RD,<Null>,Major Arterial,Scarborough,23,42,43.840445,-79.23489,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),578
578,6,-8820387.60786104,5440783.78873634,3469713,923248,2006,2006/08/17 04:00:00+00,1725,17,STEELES E AVE E,TAPSCOTT RD,<Null>,Major Arterial,Scarborough,23,42,43.840445,-79.23489,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,unknown,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Other,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),579
585,2,-8812138.83359326,5430279.37212083,3469716,923250,2006,2006/08/17 04:00:00+00,2256,22,224 BEECHGROVE DR,<Null>,<Null>,Collector,Scarborough,25,43,43.772345,-79.16079,Intersection,<Null>,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D43,136,West Hill (136),586
588,7,-8818584.23211019,5429893.97517089,3459035,919332,2006,2006/08/18 04:00:00+00,1639,16,SCARBOROUGH GOLF CLUB RD,BRIMORTON DR,<Null>,Minor Arterial,Scarborough,24,43,43.769845,-79.21869,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,25 to 29,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,135,Morningside (135),589
589,7,-8818584.23211019,5429893.97517089,3459036,919332,2006,2006/08/18 04:00:00+00,1639,16,SCARBOROUGH GOLF CLUB RD,BRIMORTON DR,<Null>,Minor Arterial,Scarborough,24,43,43.769845,-79.21869,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,35 to 39,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,135,Morningside (135),590
594,7,-8818584.23211019,5429893.97517089,3459041,919332,2006,2006/08/18 04:00:00+00,1639,16,SCARBOROUGH GOLF CLUB RD,BRIMORTON DR,<Null>,Minor Arterial,Scarborough,24,43,43.769845,-79.21869,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,25 to 29,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,135,Morningside (135),595
597,0,-8818584.23211019,5429893.97517089,3459044,919332,2006,2006/08/18 04:00:00+00,1639,16,SCARBOROUGH GOLF CLUB RD,BRIMORTON DR,<Null>,Minor Arterial,Scarborough,24,43,43.769845,-79.21869,Intersection,<Null>,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,35 to 39,Minor,<Null>,North,"Automobile, Station Wagon",Going Ahead,Other,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,135,Morningside (135),598
598,2,-8840892.65806516,5414845.25750279,3475968,925504,2006,2006/08/18 04:00:00+00,1640,16,DUPONT ST,MANNING AVE,<Null>,Major Arterial,Toronto and East York,11,14,43.672145,-79.41909,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,<Null>,East,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,95,Annex (95),599
599,1,-8840892.65806516,5414845.25750279,3475969,925504,2006,2006/08/18 04:00:00+00,1640,16,DUPONT ST,MANNING AVE,<Null>,Major Arterial,Toronto and East York,11,14,43.672145,-79.41909,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,95,Annex (95),600
