,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,TIME
1190,43.663,-79.39,55 to 59,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1703.0
1191,43.663,-79.385,60 to 64,Dry,Clear,Daylight,No Control,Other,Other,1950.0
1192,43.663,-79.384,20 to 24,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",1843.5
1193,43.663,-79.384,45 to 49,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1843.5
1194,43.663,-79.379,30 to 34,Dry,Clear,Dark,No Control,Other,Normal,2020.0
1195,43.663,-79.373,25 to 29,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1367.5
1196,43.663,-79.373,30 to 34,Wet,Rain,Daylight,Traffic Controller,Failed to Yield Right of Way,Normal,1367.5
1197,43.663,-79.371,35 to 39,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Normal,1913.0
1198,43.663,-79.369,25 to 29,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1678.5
1199,43.663,-79.369,35 to 39,Dry,Clear,Daylight,No Control,Other,Unknown,1678.5
1200,43.663,-79.367,45 to 49,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1812.0
1201,43.663,-79.359,30 to 34,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1387.0
1202,43.663,-79.359,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1387.0
1203,43.663,-79.359,unknown,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Unknown,1387.0
1204,43.663,-79.351,55 to 59,Wet,Rain,Dark,Pedestrian Crossover,Failed to Yield Right of Way,Normal,2129.0
1205,43.663,-79.33,35 to 39,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,2332.0
1206,43.663,-79.33,75 to 79,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,2332.0
1207,43.663,-79.328,60 to 64,Dry,Clear,Daylight,No Control,Other,Normal,1670.0
1208,43.663,-79.328,unknown,Dry,Clear,Daylight,No Control,Other,Unknown,1670.0
1209,43.663,-79.326,15 to 19,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1700.0
1210,43.664,-79.573,55 to 59,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Inattentive,2035.0
1211,43.664,-79.531,40 to 44,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,815.0
1212,43.664,-79.482,50 to 54,Dry,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1622.0
1213,43.664,-79.456,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1129.5
1214,43.664,-79.456,65 to 69,Dry,Clear,"Dawn, artificial",No Control,Lost control,Medical or Physical Disability,1129.5
1215,43.664,-79.437,25 to 29,Dry,Clear,Daylight,No Control,Lost control,"Ability Impaired, Alcohol",309.0
1216,43.664,-79.426,35 to 39,Dry,Clear,Daylight,Pedestrian Crossover,Other,Normal,1425.0
1217,43.664,-79.426,45 to 49,Dry,Clear,Daylight,Pedestrian Crossover,Following too Close,Inattentive,1425.0
1218,43.664,-79.426,45 to 49,Dry,Clear,Daylight,Pedestrian Crossover,Other,Normal,1425.0
1219,43.664,-79.418,45 to 49,Dry,Clear,Dark,No Control,Other,"Ability Impaired, Alcohol",250.0
1220,43.664,-79.416,70 to 74,Dry,Clear,Daylight,Traffic Signal,Other,Normal,1030.0
1221,43.664,-79.413,45 to 49,Dry,Clear,Daylight,No Control,Other,Normal,1483.0
1222,43.664,-79.413,50 to 54,Dry,Clear,Daylight,Traffic Signal,Other,Normal,1483.0
1223,43.664,-79.387,20 to 24,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1957.5
1224,43.664,-79.387,45 to 49,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,1957.5
1225,43.664,-79.377,65 to 69,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Inattentive,2027.0
1226,43.664,-79.372,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,2210.0
1227,43.664,-79.368,35 to 39,Dry,Clear,Dark,Traffic Signal,Improper Turn,Unknown,700.5
1228,43.664,-79.368,35 to 39,Other,Other,Dark,<Null>,<Null>,<Null>,700.5
1229,43.664,-79.367,20 to 24,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,873.0
1230,43.664,-79.367,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Unknown,873.0
1231,43.664,-79.355,60 to 64,Dry,Clear,Dark,No Control,Following too Close,Normal,42.0
1232,43.664,-79.343,25 to 29,Wet,Rain,Dawn,No Control,Improper Lane Change,Inattentive,700.0
1233,43.664,-79.342,15 to 19,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1405.0
1234,43.664,-79.341,35 to 39,Dry,Clear,Daylight,Traffic Signal,Other,Normal,900.0
1235,43.664,-79.326,35 to 39,Dry,Clear,Dark,No Control,Lost control,Inattentive,610.0
1236,43.664,-79.323,35 to 39,Dry,Clear,Daylight,No Control,Other,Inattentive,1840.0
1237,43.665,-79.587,60 to 64,Dry,Clear,Dawn,No Control,Lost control,Inattentive,718.0
1238,43.665,-79.586,45 to 49,Slush,Snow,Daylight,No Control,Speed too Fast For Condition,Normal,1025.0
1239,43.665,-79.499,50 to 54,Wet,Clear,Daylight,Yield Sign,Other,Normal,1100.0
1240,43.665,-79.491,75 to 79,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Unknown,951.0
1241,43.665,-79.491,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,951.0
1242,43.665,-79.485,60 to 64,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Normal,1840.0
1243,43.665,-79.482,70 to 74,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,1053.0
1244,43.665,-79.476,unknown,Dry,Clear,Daylight,No Control,Other,Unknown,1329.0
1245,43.665,-79.468,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,"Ability Impaired, Alcohol",2215.0
1246,43.665,-79.465,65 to 69,Dry,Clear,"Dusk, artificial",No Control,Other,Inattentive,1956.0
1247,43.665,-79.464,55 to 59,Dry,Clear,Dark,Traffic Signal,Other,"Ability Impaired, Alcohol Over .08",591.5
1248,43.665,-79.464,60 to 64,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,591.5
1249,43.665,-79.451,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,521.0
1250,43.665,-79.451,45 to 49,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,521.0
1251,43.665,-79.451,55 to 59,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,521.0
1252,43.665,-79.45,35 to 39,Dry,Clear,Daylight,No Control,<Null>,<Null>,1405.0
1253,43.665,-79.45,75 to 79,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1405.0
1254,43.665,-79.446,45 to 49,Dry,Clear,"Dark, artificial",No Control,Improper Passing,"Ability Impaired, Alcohol",1922.0
1255,43.665,-79.446,unknown,Dry,Clear,"Dark, artificial",No Control,<Null>,Unknown,1922.0
1256,43.665,-79.437,25 to 29,Dry,Clear,Daylight,No Control,Lost control,"Ability Impaired, Alcohol Over .08",357.0
1257,43.665,-79.416,unknown,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Unknown,1911.0
1258,43.665,-79.411,45 to 49,Dry,Clear,Daylight,No Control,Other,Unknown,1691.6666666666667
1259,43.665,-79.411,unknown,Dry,Clear,Daylight,No Control,Other,Unknown,1691.6666666666667
1260,43.665,-79.411,unknown,Wet,Rain,Dark,Traffic Signal,Other,Unknown,1691.6666666666667
1261,43.665,-79.409,20 to 24,Wet,Rain,Dark,No Control,Other,"Ability Impaired, Alcohol Over .08",1172.3333333333333
1262,43.665,-79.409,50 to 54,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1172.3333333333333
1263,43.665,-79.409,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1172.3333333333333
1264,43.665,-79.408,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1830.0
1265,43.665,-79.408,unknown,Dry,Clear,Daylight,No Control,<Null>,<Null>,1830.0
1266,43.665,-79.407,45 to 49,Dry,Clear,Dark,No Control,Following too Close,Fatigue,250.0
1267,43.665,-79.393,75 to 79,Wet,Rain,Dark,Traffic Signal,Speed too Fast For Condition,Inattentive,535.0
1268,43.665,-79.391,40 to 44,Wet,Clear,Dark,No Control,Speed too Fast For Condition,Had Been Drinking,115.0
1269,43.665,-79.387,25 to 29,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,950.0
1270,43.665,-79.38,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1045.0
1271,43.665,-79.378,20 to 24,Dry,Clear,Dark,No Control,Other,Had Been Drinking,315.0
1272,43.665,-79.377,25 to 29,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1011.0
1273,43.665,-79.356,20 to 24,Loose Snow,Snow,Dark,No Control,Speed too Fast For Condition,Normal,52.0
1274,43.665,-79.355,35 to 39,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Unknown,1447.0
1275,43.665,-79.353,20 to 24,Wet,Rain,Dark,No Control,Failed to Yield Right of Way,Normal,1955.0
1276,43.665,-79.352,45 to 49,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,2026.0
1277,43.665,-79.352,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Unknown,2026.0
1278,43.665,-79.351,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1850.0
1279,43.665,-79.316,25 to 29,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1845.0
1280,43.666,-79.587,50 to 54,Dry,Clear,Daylight,No Control,Following too Close,Normal,1747.5
1281,43.666,-79.587,55 to 59,Dry,Clear,Dark,No Control,Other,Unknown,1747.5
1282,43.666,-79.532,15 to 19,Dry,Clear,Daylight,No Control,Lost control,Normal,1615.0
1283,43.666,-79.499,55 to 59,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Inattentive,579.5
1284,43.666,-79.499,80 to 84,Dry,Clear,Dark,Traffic Signal,Other,Other,579.5
1285,43.666,-79.467,50 to 54,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1435.0
1286,43.666,-79.464,60 to 64,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",1210.0
1287,43.666,-79.458,70 to 74,Dry,Clear,Daylight,No Control,Lost control,Normal,1554.0
1288,43.666,-79.446,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Passing,"Ability Impaired, Alcohol",1453.8
1289,43.666,-79.446,30 to 34,Dry,Clear,Daylight,Traffic Signal,Exceeding Speed Limit,Normal,1453.8
1290,43.666,-79.446,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1453.8
1291,43.666,-79.446,40 to 44,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1453.8
1292,43.666,-79.446,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1453.8
1293,43.666,-79.438,45 to 49,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Normal,1029.0
1294,43.666,-79.438,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,1029.0
1295,43.666,-79.419,30 to 34,Dry,Clear,Dark,No Control,Lost control,Normal,252.0
1296,43.666,-79.403,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,463.0
1297,43.666,-79.403,unknown,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Unknown,463.0
1298,43.666,-79.403,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Normal,463.0
1299,43.666,-79.402,30 to 34,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Inattentive,2300.0
1300,43.666,-79.378,50 to 54,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1765.5
1301,43.666,-79.378,65 to 69,Dry,Clear,Dusk,Traffic Signal,Disobeyed Traffic Control,Inattentive,1765.5
1302,43.666,-79.375,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1220.0
1303,43.666,-79.352,60 to 64,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1442.5
1304,43.666,-79.352,70 to 74,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1442.5
1305,43.666,-79.348,40 to 44,Other,Other,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Normal,914.0
1306,43.666,-79.334,25 to 29,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,800.0
1307,43.666,-79.331,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,740.0
1308,43.666,-79.317,45 to 49,Dry,Clear,Dark,No Control,Other,Normal,2143.0
1309,43.666,-79.316,30 to 34,Wet,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,977.5
1310,43.666,-79.316,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Medical or Physical Disability,977.5
1311,43.666,-79.314,35 to 39,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1641.0
1312,43.667,-79.546,60 to 64,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1320.0
1313,43.667,-79.544,15 to 19,Dry,Clear,Dusk,No Control,Other,Normal,2040.0
1314,43.667,-79.527,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Fatigue,1452.0
1315,43.667,-79.52,50 to 54,Dry,Clear,Dark,No Control,Lost control,Unknown,551.0
1316,43.667,-79.491,25 to 29,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,1920.3333333333333
1317,43.667,-79.491,30 to 34,Dry,Clear,Dark,Traffic Signal,Lost control,Other,1920.3333333333333
1318,43.667,-79.491,65 to 69,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1920.3333333333333
1319,43.667,-79.444,60 to 64,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Normal,642.0
1320,43.667,-79.438,60 to 64,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,1630.0
1321,43.667,-79.428,60 to 64,Wet,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,943.0
1322,43.667,-79.401,unknown,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,<Null>,1741.0
1323,43.667,-79.399,65 to 69,Dry,Clear,Daylight,Traffic Signal,Other,Normal,1204.0
1324,43.667,-79.385,25 to 29,Wet,Clear,Daylight,No Control,Lost control,Unknown,1384.6666666666667
1325,43.667,-79.385,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1384.6666666666667
1326,43.667,-79.385,50 to 54,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,1384.6666666666667
1327,43.667,-79.373,30 to 34,Wet,Clear,Daylight,Stop Sign,Other,Normal,1263.5
1328,43.667,-79.373,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,1263.5
1329,43.667,-79.353,15 to 19,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol",235.0
1330,43.667,-79.348,unknown,Wet,Rain,Dark,No Control,Failed to Yield Right of Way,Normal,2300.0
1331,43.667,-79.343,50 to 54,Dry,Clear,Daylight,No Control,Other,Inattentive,1156.0
1332,43.667,-79.342,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1156.5
1333,43.667,-79.342,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1156.5
1334,43.667,-79.328,45 to 49,Dry,Clear,Daylight,No Control,Lost control,Normal,750.0
1335,43.667,-79.326,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,930.0
1336,43.667,-79.323,25 to 29,Dry,Clear,Daylight,No Control,<Null>,<Null>,1539.0
1337,43.667,-79.323,45 to 49,Dry,Clear,Daylight,No Control,<Null>,<Null>,1539.0
1338,43.667,-79.323,55 to 59,Dry,Clear,Daylight,No Control,<Null>,<Null>,1539.0
1339,43.667,-79.312,25 to 29,Dry,Clear,Daylight,Traffic Signal,Exceeding Speed Limit,"Ability Impaired, Alcohol",486.0
1340,43.667,-79.312,30 to 34,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,486.0
1341,43.667,-79.312,75 to 79,Dry,Clear,Dark,Stop Sign,Improper Turn,Normal,486.0
1342,43.667,-79.311,35 to 39,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1645.0
1343,43.667,-79.305,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,211.0
1344,43.668,-79.59,unknown,Dry,Clear,Dark,No Control,<Null>,<Null>,1855.0
1345,43.668,-79.492,25 to 29,Wet,Rain,Daylight,No Control,Failed to Yield Right of Way,Normal,1620.0
1346,43.668,-79.486,20 to 24,Dry,Clear,Daylight,No Control,Following too Close,Normal,1105.3333333333333
1347,43.668,-79.486,50 to 54,Dry,Clear,Daylight,Traffic Signal,Exceeding Speed Limit,Normal,1105.3333333333333
1348,43.668,-79.486,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1105.3333333333333
1349,43.668,-79.483,25 to 29,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Had Been Drinking,1925.0
1350,43.668,-79.483,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1925.0
1351,43.668,-79.461,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1500.0
1352,43.668,-79.441,20 to 24,Dry,Clear,Daylight,No Control,Improper Lane Change,Unknown,923.0
1353,43.668,-79.44,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1225.0
1354,43.668,-79.438,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol",724.5
1355,43.668,-79.438,70 to 74,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,724.5
1356,43.668,-79.412,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1320.0
1357,43.668,-79.404,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,2127.0
1358,43.668,-79.394,20 to 24,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1433.0
1359,43.668,-79.394,25 to 29,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1433.0
1360,43.668,-79.393,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,2025.6666666666667
1361,43.668,-79.393,40 to 44,Dry,Clear,Dark,No Control,Lost control,Normal,2025.6666666666667
1362,43.668,-79.393,45 to 49,Dry,Clear,"Dusk, artificial",No Control,Improper Passing,Inattentive,2025.6666666666667
1363,43.668,-79.386,35 to 39,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,1420.0
1364,43.668,-79.379,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1047.0
1365,43.668,-79.369,20 to 24,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1012.3333333333334
1366,43.668,-79.369,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1012.3333333333334
1367,43.668,-79.369,55 to 59,Dry,Clear,Dawn,Traffic Signal,Failed to Yield Right of Way,Normal,1012.3333333333334
1368,43.668,-79.34,65 to 69,Wet,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1640.0
1369,43.668,-79.338,50 to 54,Wet,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1324.5
1370,43.668,-79.338,unknown,Dry,Clear,Dusk,No Control,<Null>,<Null>,1324.5
1371,43.668,-79.308,50 to 54,Dry,Clear,Dark,No Control,Following too Close,"Ability Impaired, Alcohol Over .08",2004.0
1372,43.669,-79.591,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Exceeding Speed Limit,Normal,2108.3333333333335
1373,43.669,-79.591,75 to 79,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Fatigue,2108.3333333333335
1374,43.669,-79.591,unknown,Dry,Clear,Dark,No Control,Improper Passing,Unknown,2108.3333333333335
1375,43.669,-79.574,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol",1.0
1376,43.669,-79.501,65 to 69,Wet,Rain,Daylight,Stop Sign,Improper Turn,Normal,1755.0
1377,43.669,-79.492,65 to 69,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1528.0
1378,43.669,-79.479,35 to 39,Wet,Rain,Daylight,No Control,Speed too Fast For Condition,Unknown,1040.0
1379,43.669,-79.467,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1514.0
1380,43.669,-79.466,30 to 34,Dry,Clear,Daylight,Stop Sign,Exceeding Speed Limit,Inattentive,1292.5
1381,43.669,-79.466,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1292.5
1382,43.669,-79.439,60 to 64,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,1781.5
1383,43.669,-79.439,unknown,Dry,Clear,Dusk,No Control,Failed to Yield Right of Way,Unknown,1781.5
1384,43.669,-79.432,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Improper Passing,Inattentive,1880.0
1385,43.669,-79.432,45 to 49,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",1880.0
1386,43.669,-79.432,50 to 54,Dry,Clear,Dusk,Traffic Signal,Improper Turn,Inattentive,1880.0
1387,43.669,-79.379,20 to 24,Wet,Clear,"Dark, artificial",Traffic Signal,Exceeding Speed Limit,Had Been Drinking,1817.5
1388,43.669,-79.379,45 to 49,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,1817.5
1389,43.669,-79.378,unknown,Wet,Rain,Dark,Stop Sign,Failed to Yield Right of Way,Unknown,2035.0
1390,43.669,-79.352,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,353.0
1391,43.669,-79.334,70 to 74,Wet,Rain,"Daylight, artificial",Traffic Controller,Lost control,Normal,1641.0
1392,43.669,-79.302,25 to 29,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Inattentive,1327.0
1393,43.669,-79.301,25 to 29,Dry,Clear,Dark,No Control,Other,Normal,1922.0
1394,43.669,-79.301,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1922.0
1395,43.669,-79.3,30 to 34,Wet,Clear,"Dark, artificial",No Control,Speed too Fast For Condition,"Ability Impaired, Alcohol",208.0
1396,43.67,-79.493,30 to 34,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1455.0
1397,43.67,-79.476,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,459.0
1398,43.67,-79.475,60 to 64,Dry,Clear,Daylight,No Control,Improper Turn,Unknown,949.0
